case_id	clinical_domain_code	clinical_domain	reviewer_id	physician_title_group	n_tested_models	n_trajectory_assessments
case_CL120_EHR_108	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-13948F8BCC	Attending physician	10	10
case_CL120_EHR_108	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-48AA713B05	Attending physician	10	10
case_CL120_EHR_108	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-E7E1A8ED96	Associate-chief/chief physician	10	10
case_CL120_EHR_109	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-9D2F39B7D6	Resident physician	10	10
case_CL120_EHR_109	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-CB322A1FCF	Resident physician	10	10
case_CL120_EHR_109	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-1D4169A77D	Attending physician	10	10
case_CL120_EHR_109	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-2A0F2F7054	Attending physician	10	10
case_CL120_EHR_109	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-BECEE6FB67	Associate-chief/chief physician	10	10
case_CL120_EHR_110	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-C49FFF420F	Resident physician	10	10
case_CL120_EHR_110	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-C682AC6EFD	Resident physician	10	10
case_CL120_EHR_110	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-13948F8BCC	Attending physician	10	10
case_CL120_EHR_110	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-E33AEAD285	Attending physician	10	10
case_CL120_EHR_110	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-E7E1A8ED96	Associate-chief/chief physician	10	10
case_CL120_EHR_111	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-9D2F39B7D6	Resident physician	10	10
case_CL120_EHR_111	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-C49FFF420F	Resident physician	10	10
case_CL120_EHR_111	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-1D4169A77D	Attending physician	10	10
case_CL120_EHR_111	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-48AA713B05	Attending physician	10	10
case_CL120_EHR_111	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-BECEE6FB67	Associate-chief/chief physician	10	10
case_CL120_EHR_112	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-C682AC6EFD	Resident physician	10	10
case_CL120_EHR_112	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-CB322A1FCF	Resident physician	10	10
case_CL120_EHR_112	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-2A0F2F7054	Attending physician	10	10
case_CL120_EHR_112	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-E33AEAD285	Attending physician	10	10
case_CL120_EHR_112	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-E7E1A8ED96	Associate-chief/chief physician	10	10
case_CL120_EHR_113	mental_health_somatic	Mental health and somatic care	PHY-4058B40494	Resident physician	10	10
case_CL120_EHR_113	mental_health_somatic	Mental health and somatic care	PHY-424D15CA11	Resident physician	10	10
case_CL120_EHR_113	mental_health_somatic	Mental health and somatic care	PHY-2F60F52850	Attending physician	10	10
case_CL120_EHR_113	mental_health_somatic	Mental health and somatic care	PHY-A3C9214794	Attending physician	10	10
case_CL120_EHR_113	mental_health_somatic	Mental health and somatic care	PHY-DC1CE194A6	Associate-chief/chief physician	10	10
case_CL120_EHR_114	mental_health_somatic	Mental health and somatic care	PHY-4058B40494	Resident physician	10	10
case_CL120_EHR_114	mental_health_somatic	Mental health and somatic care	PHY-8100981DFA	Resident physician	10	10
case_CL120_EHR_114	mental_health_somatic	Mental health and somatic care	PHY-2F60F52850	Attending physician	10	10
case_CL120_EHR_114	mental_health_somatic	Mental health and somatic care	PHY-A3C9214794	Attending physician	10	10
case_CL120_EHR_114	mental_health_somatic	Mental health and somatic care	PHY-DC1CE194A6	Associate-chief/chief physician	10	10
case_CL120_EHR_115	mental_health_somatic	Mental health and somatic care	PHY-424D15CA11	Resident physician	10	10
case_CL120_EHR_115	mental_health_somatic	Mental health and somatic care	PHY-DB4660E620	Resident physician	10	10
case_CL120_EHR_115	mental_health_somatic	Mental health and somatic care	PHY-2F60F52850	Attending physician	10	10
case_CL120_EHR_115	mental_health_somatic	Mental health and somatic care	PHY-A3C9214794	Attending physician	10	10
case_CL120_EHR_115	mental_health_somatic	Mental health and somatic care	PHY-E804E65D1E	Associate-chief/chief physician	10	10
case_CL120_EHR_116	mental_health_somatic	Mental health and somatic care	PHY-4058B40494	Resident physician	10	10
case_CL120_EHR_116	mental_health_somatic	Mental health and somatic care	PHY-DB4660E620	Resident physician	10	10
case_CL120_EHR_116	mental_health_somatic	Mental health and somatic care	PHY-2F60F52850	Attending physician	10	10
case_CL120_EHR_116	mental_health_somatic	Mental health and somatic care	PHY-A3C9214794	Attending physician	10	10
case_CL120_EHR_116	mental_health_somatic	Mental health and somatic care	PHY-DC1CE194A6	Associate-chief/chief physician	10	10
case_CL120_EHR_117	mental_health_somatic	Mental health and somatic care	PHY-424D15CA11	Resident physician	10	10
case_CL120_EHR_117	mental_health_somatic	Mental health and somatic care	PHY-8100981DFA	Resident physician	10	10
case_CL120_EHR_117	mental_health_somatic	Mental health and somatic care	PHY-2F60F52850	Attending physician	10	10
case_CL120_EHR_117	mental_health_somatic	Mental health and somatic care	PHY-A3C9214794	Attending physician	10	10
case_CL120_EHR_117	mental_health_somatic	Mental health and somatic care	PHY-E804E65D1E	Associate-chief/chief physician	10	10
case_CL120_EHR_118	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-137E04705B	Resident physician	10	10
case_CL120_EHR_118	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-5779C2BDC4	Resident physician	10	10
case_CL120_EHR_118	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-027349F852	Attending physician	10	10
case_CL120_EHR_118	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-38DBEA3AD7	Attending physician	10	10
case_CL120_EHR_118	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-C9BAC9A32B	Associate-chief/chief physician	10	10
case_CL120_EHR_119	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-5A75E0BE73	Resident physician	10	10
case_CL120_EHR_119	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-5FFE1A957B	Resident physician	10	10
case_CL120_EHR_119	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-53B23DA73C	Attending physician	10	10
case_CL120_EHR_119	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-96D72D29E2	Attending physician	10	10
case_CL120_EHR_119	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-93C002C7BC	Associate-chief/chief physician	10	10
case_CL120_EHR_120	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-E452178446	Resident physician	10	10
case_CL120_EHR_120	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-F76AFEF2DC	Resident physician	10	10
case_CL120_EHR_120	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-E37ED552A8	Attending physician	10	10
case_CL120_EHR_120	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-F3048DA401	Attending physician	10	10
case_CL120_EHR_120	dermatology_ent_ophthalmology	Dermatology, ENT, and ophthalmology	PHY-C9BAC9A32B	Associate-chief/chief physician	10	10
