packet_id,case_id,doctor_model,primary_friction,friction_intensity,ordinal_grade_median4,ordinal_grade_mean4,applicable_domain_count_median4,applicable_domain_count_mean4,friction_capability_composite_median4,friction_capability_composite_mean4,clinical_error_gate_median4,clinical_error_gate_mean4,careloop_real_world_robustness_median4,careloop_real_world_robustness_mean4,closure_process_score_median4,closure_process_score_mean4,domain_information_repair_median4,domain_information_repair_mean4,domain_constraint_navigation_median4,domain_constraint_navigation_mean4,domain_dynamic_reprioritization_median4,domain_dynamic_reprioritization_mean4,domain_execution_loop_repair_median4,domain_execution_loop_repair_mean4,domain_state_sensitive_communication_median4,domain_state_sensitive_communication_mean4,domain_bounded_closure_continuity_median4,domain_bounded_closure_continuity_mean4
case_CL120_EHR_057__anon_277fbe0fad35bc3b,case_CL120_EHR_057,Kimi K2,external_system_gap,light,3.0,3.25,4.0,4.0,0.5960714285714285,0.5924999999999999,0.875,0.875,0.5193749999999999,0.5211607142857142,0.7,0.7,,,0.825,0.7374999999999999,0.24375,0.24375,0.5,0.575,,,0.77125,0.77125
case_CL120_EHR_057__anon_2990036609a7d65c,case_CL120_EHR_057,MiniMax M3,external_system_gap,light,2.0,2.75,4.0,4.0,0.7071785714285714,0.6326071428571428,0.75,0.8125,0.5303839285714286,0.5369553571428571,0.4800000000000001,0.49000000000000005,,,0.9249999999999999,0.7374999999999999,0.20625,0.390625,0.8499999999999999,0.7,,,0.7272500000000001,0.644875
case_CL120_EHR_057__anon_6b8fb2cf81fb25fa,case_CL120_EHR_057,DeepSeek-V3.2,external_system_gap,light,4.0,3.75,4.0,4.0,0.7637857142857141,0.7943928571428571,1.0,0.9375,0.75,0.7520446428571428,1.0,0.89,,,0.9999999999999999,0.825,0.3,0.446875,1.0,0.95,,,1.0,0.893625
case_CL120_EHR_057__anon_816bd0cfd9a96225,case_CL120_EHR_057,GPT-5.6 Sol,external_system_gap,light,2.5,2.75,4.0,4.0,0.5361071428571428,0.5008660714285713,0.875,0.875,0.4583303571428571,0.4244776785714285,1.0,0.89,,,0.6499999999999999,0.6375,0.24374999999999997,0.24374999999999997,0.325,0.3375,,,0.8935,0.793625
case_CL120_EHR_057__anon_c5a8281c24a1dd11,case_CL120_EHR_057,Qwen3-30B-A3B-Instruct-2507,external_system_gap,light,1.5,2.25,4.0,4.0,0.5771428571428572,0.5481696428571429,0.55,0.6125,0.2511473214285714,0.33632366071428565,0.7,0.65,,,0.575,0.5874999999999999,0.11249999999999999,0.13124999999999998,0.7749999999999999,0.7999999999999999,,,0.4600000000000001,0.576875
case_CL120_EHR_057__anon_ecda49042fb26918,case_CL120_EHR_057,GLM-5,external_system_gap,light,3.0,3.25,4.0,4.0,0.7303392857142856,0.7403928571428571,0.875,0.875,0.6102053571428571,0.6491004464285713,0.8800000000000001,0.8800000000000001,,,0.9749999999999999,0.8999999999999999,0.24375,0.24375,0.8999999999999999,0.8749999999999999,,,0.9135,0.84475
case_CL120_EHR_057__anon_fa84c7fd8a75c68f,case_CL120_EHR_057,GPT-5.4,external_system_gap,light,2.0,2.0,4.0,4.0,0.73875,0.6845535714285713,0.75,0.75,0.5540624999999999,0.5134151785714285,1.0,0.9,,,0.9749999999999999,0.8875,0.22499999999999998,0.234375,0.8999999999999999,0.7875,,,0.76,0.726875
case_CL120_EHR_058__anon_02786bc660138646,case_CL120_EHR_058,Qwen3-30B-A3B-Instruct-2507,misstated_family_or_patient_information,moderate,1.5,2.25,2.0,2.0,0.5791666666666666,0.5895833333333333,0.55,0.6125,0.2589583333333333,0.3773958333333333,0.4,0.54,0.38333333333333336,0.44166666666666665,0.7749999999999999,0.7374999999999999,,,,,,,,
case_CL120_EHR_058__anon_26b5eebbbabc55a7,case_CL120_EHR_058,GPT-5.4,misstated_family_or_patient_information,moderate,3.5,3.5,2.0,2.0,0.8166666666666667,0.8,0.875,0.875,0.7208333333333334,0.7166666666666667,0.6,0.6000000000000001,0.7083333333333334,0.7750000000000001,0.9249999999999999,0.825,,,,,,,,
case_CL120_EHR_058__anon_2988a56f6bdd0138,case_CL120_EHR_058,GLM-5,misstated_family_or_patient_information,moderate,3.0,3.0,2.0,2.0,0.8500000000000001,0.8041666666666667,0.675,0.675,0.5791666666666667,0.5658333333333333,0.7,0.6,0.7750000000000001,0.6708333333333334,0.95,0.9375,,,,,,,,
case_CL120_EHR_058__anon_3b2de5568241f7cb,case_CL120_EHR_058,Qwen3.8-Max,misstated_family_or_patient_information,moderate,1.0,2.0,2.0,2.0,0.6208333333333333,0.5791666666666666,0.35,0.5125000000000001,0.21729166666666666,0.36520833333333336,0.4,0.44999999999999996,0.26666666666666666,0.3833333333333333,0.9749999999999999,0.7749999999999999,,,,,,,,
case_CL120_EHR_058__anon_40cd240bf0b74abc,case_CL120_EHR_058,MiniMax M3,misstated_family_or_patient_information,moderate,5.0,4.25,2.0,2.0,0.8999999999999999,0.8937499999999999,1.0,0.9375,0.8999999999999999,0.8411458333333333,1.0,0.85,0.8,0.7875000000000001,0.9999999999999999,0.9999999999999999,,,,,,,,
case_CL120_EHR_058__anon_9bb5dc8d1e3ae6f8,case_CL120_EHR_058,DeepSeek-V3.2,misstated_family_or_patient_information,moderate,2.0,2.5,2.0,2.0,0.9208333333333334,0.9208333333333334,0.75,0.7125,0.690625,0.6689583333333333,1.0,0.89,0.8416666666666667,0.8416666666666668,0.9999999999999999,0.9999999999999999,,,,,,,,
case_CL120_EHR_058__anon_a7b66ee3750ac5a0,case_CL120_EHR_058,Kimi K2,misstated_family_or_patient_information,moderate,1.0,1.25,2.0,2.0,0.5875,0.5208333333333334,0.35,0.45000000000000007,0.205625,0.270625,0.2,0.35,0.5,0.45416666666666666,0.675,0.5875,,,,,,,,
case_CL120_EHR_058__anon_bc762a43941aa4e1,case_CL120_EHR_058,Doubao-Seed-2.0-lite,misstated_family_or_patient_information,moderate,1.0,1.25,2.0,2.0,0.19166666666666668,0.22708333333333333,0.35,0.45000000000000007,0.10708333333333334,0.09947916666666666,0.2,0.35,0.20833333333333334,0.22916666666666669,0.175,0.22499999999999998,,,,,,,,
case_CL120_EHR_058__anon_bccc18593eaa2fc0,case_CL120_EHR_058,GPT-5.6 Sol,misstated_family_or_patient_information,moderate,3.0,3.0,2.0,2.0,0.9333333333333332,0.8624999999999999,0.875,0.775,0.675,0.6525,0.7,0.7,0.8666666666666667,0.9,0.9999999999999999,0.825,,,,,,,,
case_CL120_EHR_058__anon_d795d3936a6cade0,case_CL120_EHR_058,DeepSeek-V4-Pro,misstated_family_or_patient_information,moderate,3.0,3.0,2.0,2.0,0.9291666666666667,0.9229166666666667,0.675,0.675,0.6122916666666667,0.6290625,0.7,0.65,0.8833333333333334,0.8958333333333335,0.9749999999999999,0.95,,,,,,,,
case_CL120_EHR_059__anon_039a77213c504c0d,case_CL120_EHR_059,GPT-5.6 Sol,cost_transport_or_work_barrier,moderate,4.5,4.0,4.0,4.0,0.7575,0.6714583333333333,1.0,0.9375,0.7575,0.6541145833333333,1.0,1.0,0.4,0.38750000000000007,0.9999999999999999,0.8125,,,1.0,0.8375,,,0.5875,0.640625
case_CL120_EHR_059__anon_03af954d608478ee,case_CL120_EHR_059,Qwen3.8-Max,cost_transport_or_work_barrier,moderate,3.0,3.0,4.0,4.0,0.8143333333333332,0.8071666666666666,0.675,0.675,0.5028416666666666,0.5425083333333333,0.7,0.7,0.7750000000000001,0.675,0.9999999999999999,0.9999999999999999,,,0.75,0.75,,,0.8025,0.8025
case_CL120_EHR_059__anon_25c3bb4d408d2aec,case_CL120_EHR_059,MiniMax M3,cost_transport_or_work_barrier,moderate,4.5,3.75,4.0,4.0,0.9004999999999999,0.8931666666666666,1.0,0.8375,0.8733333333333333,0.7500041666666666,1.0,0.85,1.0,0.9625,0.9999999999999999,0.9125,,,0.85,0.85,,,0.8625,0.8325
case_CL120_EHR_059__anon_4e948cee55026555,case_CL120_EHR_059,DeepSeek-V3.2,cost_transport_or_work_barrier,moderate,3.0,3.0,4.0,4.0,0.6681166666666666,0.5573916666666666,0.675,0.675,0.48950749999999993,0.46808708333333326,0.8800000000000001,0.6900000000000001,0.15000000000000002,0.225,0.7999999999999999,0.6499999999999999,,,0.95,0.725,,,0.80725,0.653625
case_CL120_EHR_059__anon_64bd9abb25495fc9,case_CL120_EHR_059,GLM-5,cost_transport_or_work_barrier,moderate,3.5,3.25,4.0,4.0,0.7920833333333333,0.7658333333333333,0.875,0.775,0.6213541666666665,0.5869895833333333,1.0,1.0,0.5750000000000001,0.675,0.9999999999999999,0.825,,,0.8999999999999999,0.7999999999999999,,,0.6937500000000001,0.7625000000000001
case_CL120_EHR_059__anon_87d5f1805bfe1d27,case_CL120_EHR_059,Doubao-Seed-2.0-lite,cost_transport_or_work_barrier,moderate,1.5,2.25,4.0,4.0,0.6320833333333333,0.6222916666666667,0.55,0.6125,0.3155416666666666,0.37631249999999994,1.0,1.0,0.30000000000000004,0.4,0.75,0.7625,,,0.725,0.7374999999999999,,,0.6312500000000001,0.578125
case_CL120_EHR_059__anon_8c5685a060c33597,case_CL120_EHR_059,Qwen3-30B-A3B-Instruct-2507,cost_transport_or_work_barrier,moderate,2.0,2.5,4.0,4.0,0.6120833333333333,0.5822916666666667,0.75,0.7125,0.45906249999999993,0.4713854166666666,1.0,0.75,0.525,0.5375000000000001,0.6,0.575,,,0.6499999999999999,0.6,,,0.69375,0.628125
case_CL120_EHR_059__anon_984f215d33163c88,case_CL120_EHR_059,DeepSeek-V4-Pro,cost_transport_or_work_barrier,moderate,1.5,2.25,4.0,4.0,0.7729166666666666,0.776,0.55,0.6125,0.4498208333333332,0.47201666666666664,0.7,0.65,0.5750000000000001,0.5750000000000001,0.9999999999999999,0.9749999999999999,,,0.7999999999999999,0.7374999999999999,,,0.8287500000000001,0.8300000000000001
case_CL120_EHR_059__anon_e4555e70fd74db23,case_CL120_EHR_059,GPT-5.4,cost_transport_or_work_barrier,moderate,3.5,3.5,4.0,4.0,0.8270833333333332,0.8335416666666665,0.875,0.875,0.7139583333333333,0.73015625,1.0,1.0,0.6000000000000001,0.5,0.9999999999999999,0.9999999999999999,,,0.975,0.9624999999999999,,,0.9375,0.884375
case_CL120_EHR_059__anon_e902d74b467aad7a,case_CL120_EHR_059,Kimi K2,cost_transport_or_work_barrier,moderate,4.5,3.75,4.0,4.0,1.0,0.944,1.0,0.8375,1.0,0.8179,1.0,0.85,1.0,0.95,0.9999999999999999,0.9874999999999998,,,1.0,0.95,,,1.0,0.87
case_CL120_EHR_060__anon_049ce660080c1a5f,case_CL120_EHR_060,Qwen3-30B-A3B-Instruct-2507,privacy_stigma_or_sensitive_history,moderate,1.0,1.0,3.0,3.0,0.13500000000000004,0.15125000000000005,0.35,0.35,0.047250000000000014,0.05293750000000001,0.2,0.2,0.2,0.17500000000000002,0.1,0.17500000000000002,,,,,0.075,0.056249999999999994,,
case_CL120_EHR_060__anon_3a38f2c4992e96bb,case_CL120_EHR_060,MiniMax M3,privacy_stigma_or_sensitive_history,moderate,1.5,1.75,3.0,3.0,0.20500000000000002,0.26,0.55,0.6125,0.13924999999999998,0.133125,0.30000000000000004,0.39999999999999997,0.15000000000000002,0.1375,0.2,0.2875,,,,,0.3625,0.44999999999999996,,
case_CL120_EHR_060__anon_570b62ddf4f683ed,case_CL120_EHR_060,GLM-5,privacy_stigma_or_sensitive_history,moderate,1.0,1.25,3.0,3.0,0.19750000000000004,0.19375000000000003,0.35,0.45000000000000007,0.08399999999999999,0.0808125,0.18000000000000002,0.23000000000000004,0.22500000000000003,0.23750000000000004,0.17500000000000002,0.1625,,,,,0.15,0.16875,,
case_CL120_EHR_060__anon_75ea467ff07ae16d,case_CL120_EHR_060,Qwen3.8-Max,privacy_stigma_or_sensitive_history,moderate,2.0,1.75,3.0,3.0,0.17,0.16375000000000003,0.75,0.65,0.1275,0.1118125,0.78,0.68,0.15000000000000002,0.1375,0.2,0.1875,,,,,0.15,0.16875,,
case_CL120_EHR_060__anon_a2d4e913b4367afa,case_CL120_EHR_060,GPT-5.6 Sol,privacy_stigma_or_sensitive_history,moderate,2.0,1.75,3.0,3.0,0.185,0.22,0.75,0.65,0.13875,0.15200000000000002,0.38,0.44,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.2375,,,,,0.325,0.325,,
case_CL120_EHR_060__anon_cbe555dc85b32e72,case_CL120_EHR_060,Kimi K2,privacy_stigma_or_sensitive_history,moderate,1.0,1.0,3.0,3.0,0.0,0.00875,0.35,0.35,0.0,0.0030625,0.0,0.0,0.0,0.0,0.0,0.0125,,,,,0.0,0.01875,,
case_CL120_EHR_060__anon_dd2b4f029ade327f,case_CL120_EHR_060,GPT-5.4,privacy_stigma_or_sensitive_history,moderate,1.5,1.5,3.0,3.0,0.22250000000000003,0.23875000000000002,0.55,0.55,0.11524999999999999,0.1170625,0.56,0.43000000000000005,0.15000000000000002,0.15000000000000002,0.225,0.27499999999999997,,,,,0.3625,0.34375,,
case_CL120_EHR_060__anon_dd3b549cc044b183,case_CL120_EHR_060,DeepSeek-V3.2,privacy_stigma_or_sensitive_history,moderate,1.0,1.0,3.0,3.0,0.0675,0.07250000000000001,0.35,0.35,0.023625,0.025375,0.0,0.0,0.125,0.1375,0.025,0.025,,,,,0.0375,0.0375,,
case_CL120_EHR_060__anon_ef4010395380a436,case_CL120_EHR_060,DeepSeek-V4-Pro,privacy_stigma_or_sensitive_history,moderate,1.0,1.25,3.0,3.0,0.15000000000000002,0.16250000000000003,0.35,0.45000000000000007,0.07450000000000001,0.067875,0.26,0.22000000000000003,0.2,0.18750000000000003,0.1,0.16249999999999998,,,,,0.11249999999999999,0.1125,,
case_CL120_EHR_060__anon_f517fa3fc71c83f7,case_CL120_EHR_060,Doubao-Seed-2.0-lite,privacy_stigma_or_sensitive_history,moderate,1.0,1.25,3.0,3.0,0.09250000000000001,0.08750000000000001,0.35,0.45000000000000007,0.032375,0.041625,0.0,0.05,0.1,0.0875,0.07500000000000001,0.075,,,,,0.11249999999999999,0.1125,,
case_CL120_EHR_061__anon_2657e3ec615575ca,case_CL120_EHR_061,Qwen3.8-Max,incomplete_patient_information,moderate,3.0,3.0,2.0,2.0,0.9083333333333333,0.8958333333333333,0.875,0.775,0.7895833333333333,0.711875,1.0,0.85,0.8416666666666668,0.8041666666666667,0.9999999999999999,0.9874999999999999,,,,,,,,
case_CL120_EHR_061__anon_2f7166c3ade23f52,case_CL120_EHR_061,GPT-5.4,incomplete_patient_information,moderate,5.0,4.0,2.0,2.0,0.9083333333333333,0.9041666666666666,1.0,0.8375,0.8999999999999999,0.7714583333333332,1.0,0.85,0.8166666666666667,0.8083333333333333,0.9999999999999999,0.9999999999999999,,,,,,,,
case_CL120_EHR_061__anon_363607d1ec428fea,case_CL120_EHR_061,Doubao-Seed-2.0-lite,incomplete_patient_information,moderate,1.0,2.0,2.0,2.0,0.5958333333333334,0.5354166666666667,0.35,0.5125000000000001,0.27999999999999997,0.2713541666666667,0.7,0.6,0.5666666666666667,0.5083333333333333,0.625,0.5625,,,,,,,,
case_CL120_EHR_061__anon_4d249e9d6e067b17,case_CL120_EHR_061,GLM-5,incomplete_patient_information,moderate,5.0,4.0,2.0,2.0,0.8291666666666666,0.8104166666666667,1.0,0.8375,0.6708333333333333,0.6641666666666667,1.0,0.85,0.8666666666666667,0.8833333333333333,0.825,0.7374999999999999,,,,,,,,
case_CL120_EHR_061__anon_83720da7692c6c85,case_CL120_EHR_061,DeepSeek-V3.2,incomplete_patient_information,moderate,2.0,2.5,2.0,2.0,0.7833333333333333,0.6854166666666667,0.75,0.7125,0.5114583333333333,0.4765625,1.0,1.0,0.5666666666666667,0.5583333333333333,0.9999999999999999,0.8125,,,,,,,,
case_CL120_EHR_061__anon_9a38d5c0e3ce5aa8,case_CL120_EHR_061,Qwen3-30B-A3B-Instruct-2507,incomplete_patient_information,moderate,1.5,1.5,2.0,2.0,0.7333333333333334,0.7604166666666666,0.55,0.55,0.34541666666666665,0.42364583333333333,1.0,0.85,0.5416666666666667,0.6458333333333333,0.95,0.875,,,,,,,,
case_CL120_EHR_061__anon_bb327803c94c1646,case_CL120_EHR_061,GPT-5.6 Sol,incomplete_patient_information,moderate,5.0,4.5,2.0,2.0,0.8,0.7770833333333333,1.0,1.0,0.8,0.7770833333333333,1.0,1.0,0.6000000000000001,0.6541666666666667,0.9999999999999999,0.8999999999999999,,,,,,,,
case_CL120_EHR_061__anon_dc623cb6eac72e61,case_CL120_EHR_061,MiniMax M3,incomplete_patient_information,moderate,4.5,3.75,2.0,2.0,0.8458333333333333,0.8520833333333333,1.0,0.8375,0.8458333333333333,0.7315625,1.0,0.85,0.8416666666666668,0.8041666666666667,0.9749999999999999,0.8999999999999999,,,,,,,,
case_CL120_EHR_061__anon_df81ff06b56e89c9,case_CL120_EHR_061,DeepSeek-V4-Pro,incomplete_patient_information,moderate,1.0,2.0,2.0,2.0,0.9291666666666666,0.8187499999999999,0.35,0.5125000000000001,0.336875,0.43822916666666667,0.78,0.64,0.8583333333333334,0.85,0.9999999999999999,0.7875,,,,,,,,
case_CL120_EHR_061__anon_e448320c8b2215b2,case_CL120_EHR_061,Kimi K2,incomplete_patient_information,moderate,1.0,1.5,2.0,2.0,0.38749999999999996,0.4125,0.35,0.5125000000000001,0.20875,0.1809375,0.4,0.5499999999999999,0.325,0.3125,0.425,0.5125,,,,,,,,
case_CL120_EHR_062__anon_02a70383bdb0e07b,case_CL120_EHR_062,Qwen3-30B-A3B-Instruct-2507,medication_confusion_or_execution_failure,moderate,2.5,3.0,2.0,2.0,0.6666666666666667,0.5666666666666667,0.875,0.875,0.5,0.4833333333333333,0.8800000000000001,0.79,0.4166666666666667,0.37083333333333335,0.8999999999999999,0.7625000000000001,,,,,,,,
case_CL120_EHR_062__anon_0b33ca9c3bd9e76a,case_CL120_EHR_062,GLM-5,medication_confusion_or_execution_failure,moderate,3.0,3.25,2.0,2.0,0.675,0.6604166666666667,0.875,0.875,0.5625,0.5666666666666667,0.7,0.7,0.5750000000000001,0.5958333333333334,0.8,0.725,,,,,,,,
case_CL120_EHR_062__anon_170acdd499ef09c5,case_CL120_EHR_062,Kimi K2,medication_confusion_or_execution_failure,moderate,3.5,3.5,2.0,2.0,0.7666666666666666,0.7395833333333333,0.875,0.875,0.6729166666666666,0.6505208333333332,1.0,0.85,0.5333333333333334,0.5166666666666667,0.9999999999999999,0.9624999999999999,,,,,,,,
case_CL120_EHR_062__anon_1d6217f555cb675f,case_CL120_EHR_062,DeepSeek-V4-Pro,medication_confusion_or_execution_failure,moderate,3.5,3.5,2.0,2.0,0.8833333333333333,0.8916666666666666,0.875,0.875,0.7645833333333334,0.78125,1.0,1.0,0.7916666666666667,0.7958333333333334,0.9999999999999999,0.9874999999999999,,,,,,,,
case_CL120_EHR_062__anon_20c6f4fddfdc9278,case_CL120_EHR_062,Doubao-Seed-2.0-lite,medication_confusion_or_execution_failure,moderate,3.0,3.25,2.0,2.0,0.7458333333333333,0.6729166666666667,0.875,0.875,0.5593750000000001,0.5796875000000001,0.78,0.6900000000000001,0.5916666666666667,0.5833333333333334,0.8999999999999999,0.7625,,,,,,,,
case_CL120_EHR_062__anon_3e1f46b8253b7f7d,case_CL120_EHR_062,GPT-5.6 Sol,medication_confusion_or_execution_failure,moderate,5.0,4.25,2.0,2.0,0.8541666666666667,0.80625,1.0,0.9375,0.7583333333333333,0.7536458333333333,1.0,1.0,0.7333333333333334,0.7875000000000001,0.9999999999999999,0.825,,,,,,,,
case_CL120_EHR_062__anon_571b5c62655874c9,case_CL120_EHR_062,GPT-5.4,medication_confusion_or_execution_failure,moderate,5.0,4.25,2.0,2.0,0.8208333333333333,0.8104166666666667,1.0,0.9375,0.8,0.7619791666666667,1.0,1.0,0.6416666666666667,0.6208333333333333,0.9999999999999999,0.9999999999999999,,,,,,,,
case_CL120_EHR_062__anon_74417d7de2c5e7a2,case_CL120_EHR_062,DeepSeek-V3.2,medication_confusion_or_execution_failure,moderate,3.5,3.5,2.0,2.0,0.7749999999999999,0.7749999999999999,0.875,0.875,0.6812499999999999,0.6854166666666666,0.7,0.7,0.55,0.5625,0.9999999999999999,0.9874999999999999,,,,,,,,
case_CL120_EHR_062__anon_7c2d34a818ac3832,case_CL120_EHR_062,Qwen3.8-Max,medication_confusion_or_execution_failure,moderate,3.0,3.25,2.0,2.0,0.75,0.7875,0.875,0.875,0.6062500000000001,0.69375,0.7,0.7,0.775,0.7625,0.9749999999999999,0.8125,,,,,,,,
case_CL120_EHR_062__anon_e0fe8d6a2af30aad,case_CL120_EHR_062,MiniMax M3,medication_confusion_or_execution_failure,moderate,3.0,3.25,2.0,2.0,0.7250000000000001,0.7291666666666667,0.875,0.875,0.58125,0.6385416666666667,0.8800000000000001,0.7400000000000001,0.55,0.5958333333333334,0.8999999999999999,0.8624999999999999,,,,,,,,
case_CL120_EHR_063__anon_5a01f1e10d72a738,case_CL120_EHR_063,Qwen3-30B-A3B-Instruct-2507,caregiver_conflict_or_fatigue,moderate,1.0,2.0,4.0,4.0,0.43846153846153846,0.4939903846153846,0.35,0.5125000000000001,0.15346153846153845,0.33305288461538457,0.0,0.25,0.1,0.31250000000000006,0.7999999999999999,0.6749999999999999,,,,,0.5,0.5375,0.4,0.46562499999999996
case_CL120_EHR_063__anon_976976de2275a052,case_CL120_EHR_063,MiniMax M3,caregiver_conflict_or_fatigue,moderate,2.0,2.5,4.0,4.0,0.7456730769230769,0.6514423076923077,0.75,0.7125,0.4332932692307692,0.4881009615384615,1.0,0.75,0.35000000000000003,0.4375,0.9999999999999999,0.7749999999999999,,,,,1.0,0.7875,0.83125,0.68125
case_CL120_EHR_063__anon_bf0a3f45f67df4b6,case_CL120_EHR_063,GLM-5,caregiver_conflict_or_fatigue,moderate,2.0,2.5,4.0,4.0,0.7380769230769232,0.6808173076923076,0.75,0.7125,0.4252500000000001,0.5089591346153847,1.0,0.85,0.35000000000000003,0.45,0.9249999999999999,0.775,,,,,0.8875,0.75,0.9400000000000001,0.816875
case_CL120_EHR_063__anon_cf289423c4b573ac,case_CL120_EHR_063,DeepSeek-V3.2,caregiver_conflict_or_fatigue,moderate,4.0,3.5,4.0,4.0,0.7182692307692307,0.6401442307692308,1.0,0.8375,0.49326923076923074,0.5268629807692308,1.0,1.0,0.35,0.36250000000000004,0.7999999999999999,0.7125,,,,,0.9624999999999999,0.7875,0.9375,0.815625
case_CL120_EHR_063__anon_db07a276f8827d41,case_CL120_EHR_063,GPT-5.6 Sol,caregiver_conflict_or_fatigue,moderate,3.5,3.5,4.0,4.0,0.8615384615384616,0.8730769230769231,0.875,0.875,0.7076923076923076,0.7653846153846153,1.0,1.0,0.5750000000000001,0.675,0.9999999999999999,0.9125,,,,,1.0,1.0,1.0,1.0
case_CL120_EHR_063__anon_e6feb1aa47fdd6b8,case_CL120_EHR_063,GPT-5.4,caregiver_conflict_or_fatigue,moderate,3.5,3.5,4.0,4.0,0.8410961538461539,0.8590096153846154,0.875,0.875,0.7,0.7538725961538462,1.0,0.9400000000000001,0.525,0.5625,0.9999999999999999,0.9999999999999999,,,,,1.0,1.0,1.0,0.972375
case_CL120_EHR_063__anon_ec7d674e0b2f8245,case_CL120_EHR_063,Doubao-Seed-2.0-lite,caregiver_conflict_or_fatigue,moderate,1.5,2.25,4.0,4.0,0.6265769230769231,0.6465096153846154,0.55,0.6125,0.3210326923076923,0.41964375000000004,0.7,0.69,0.325,0.3375,0.875,0.7625,,,,,0.9624999999999999,0.7687499999999999,0.8735,0.822375
case_CL120_EHR_063__anon_eeb07f0612441088,case_CL120_EHR_063,DeepSeek-V4-Pro,caregiver_conflict_or_fatigue,moderate,2.0,2.5,4.0,4.0,0.8076923076923077,0.8137019230769231,0.75,0.7125,0.6768028846153846,0.5877764423076923,1.0,1.0,0.375,0.45000000000000007,0.9749999999999999,0.9749999999999999,,,,,0.9624999999999999,0.9624999999999999,1.0,0.984375
case_CL120_EHR_063__anon_fb5d551575165dd7,case_CL120_EHR_063,Kimi K2,caregiver_conflict_or_fatigue,moderate,2.0,2.5,4.0,4.0,0.5645192307692307,0.5710096153846154,0.75,0.7125,0.45908653846153846,0.40977644230769233,0.7,0.7,0.125,0.12500000000000003,0.95,0.7875000000000001,,,,,0.9249999999999999,0.85625,0.6025,0.686875
case_CL120_EHR_063__anon_fda99721ae0756e1,case_CL120_EHR_063,Qwen3.8-Max,caregiver_conflict_or_fatigue,moderate,3.5,3.25,4.0,4.0,0.7220576923076922,0.783625,0.875,0.775,0.6221153846153846,0.6228024038461538,1.0,0.89,0.325,0.45,0.9999999999999999,0.9874999999999998,,,,,1.0,0.98125,0.8625,0.824875
case_CL120_EHR_064__anon_13e8667c147c9f71,case_CL120_EHR_064,GPT-5.6 Sol,document_or_image_quality_problem,moderate,2.5,2.75,3.0,3.0,0.5284090909090909,0.55625,0.675,0.675,0.3297159090909091,0.3941193181818182,1.0,1.0,0.75,0.775,,,0.5625,0.6062500000000001,0.30000000000000004,0.3,,,,
case_CL120_EHR_064__anon_5feb87d0579371b3,case_CL120_EHR_064,Kimi K2,document_or_image_quality_problem,moderate,1.5,2.25,3.0,3.0,0.49375,0.44232954545454545,0.55,0.6125,0.3121306818181818,0.35151988636363635,1.0,0.79,0.7750000000000001,0.6375000000000001,,,0.44375,0.471875,0.25,0.22500000000000003,,,,
case_CL120_EHR_064__anon_70d1eea6715dfb7b,case_CL120_EHR_064,DeepSeek-V3.2,document_or_image_quality_problem,moderate,4.5,3.75,3.0,3.0,0.5829545454545454,0.5801136363636363,1.0,0.8375,0.5829545454545454,0.49590909090909085,1.0,0.84,0.7750000000000001,0.7875000000000001,,,0.6375,0.64375,0.4,0.32500000000000007,,,,
case_CL120_EHR_064__anon_76d05a1a428104a9,case_CL120_EHR_064,GPT-5.4,document_or_image_quality_problem,moderate,3.5,3.25,3.0,3.0,0.5761363636363636,0.5539772727272727,0.875,0.775,0.4761363636363636,0.4561079545454545,1.0,1.0,0.65,0.675,,,0.7124999999999999,0.6812499999999999,0.375,0.33749999999999997,,,,
case_CL120_EHR_064__anon_91ede1aae5f055d7,case_CL120_EHR_064,Qwen3.8-Max,document_or_image_quality_problem,moderate,1.5,2.25,3.0,3.0,0.6034090909090909,0.5309659090909091,0.55,0.6125,0.37073863636363635,0.40281249999999996,1.0,0.85,0.47500000000000003,0.38750000000000007,,,0.8125,0.646875,0.575,0.5875,,,,
case_CL120_EHR_064__anon_99026533a80a72f9,case_CL120_EHR_064,Qwen3-30B-A3B-Instruct-2507,document_or_image_quality_problem,moderate,1.5,1.5,3.0,3.0,0.30170454545454545,0.28295454545454546,0.55,0.55,0.16514204545454544,0.17437499999999997,1.0,0.89,0.2,0.23750000000000004,,,0.30624999999999997,0.2875,0.30000000000000004,0.325,,,,
case_CL120_EHR_064__anon_ccd7cd55093045e2,case_CL120_EHR_064,DeepSeek-V4-Pro,document_or_image_quality_problem,moderate,1.5,1.5,3.0,3.0,0.5392045454545453,0.5644886363636363,0.55,0.55,0.30588068181818173,0.30541193181818177,1.0,1.0,0.375,0.4125,,,0.85,0.7531249999999999,0.575,0.575,,,,
case_CL120_EHR_064__anon_d3cc389659147cc8,case_CL120_EHR_064,GLM-5,document_or_image_quality_problem,moderate,2.0,2.5,3.0,3.0,0.49999999999999994,0.5122159090909091,0.75,0.7125,0.3933238636363636,0.38018465909090904,1.0,1.0,0.675,0.625,,,0.5,0.528125,0.35000000000000003,0.3875,,,,
case_CL120_EHR_064__anon_e357790d995d65a2,case_CL120_EHR_064,MiniMax M3,document_or_image_quality_problem,moderate,1.5,2.25,3.0,3.0,0.6022727272727273,0.5693181818181818,0.55,0.6125,0.23636363636363633,0.35062499999999996,1.0,0.85,0.65,0.6124999999999999,,,0.5625,0.5875,0.45,0.5125,,,,
